,0
5184,australian_terrier
5185,brabancon_griffon
5186,border_collie
5187,boston_bull
5188,weimaraner
5189,vizsla
5190,maltese_dog
5191,samoyed
5192,giant_schnauzer
5193,siberian_husky
5194,entlebucher
5195,golden_retriever
5196,leonberg
5197,labrador_retriever
5198,sealyham_terrier
5199,weimaraner
5200,vizsla
5201,irish_wolfhound
5202,shih-tzu
5203,ibizan_hound
5204,tibetan_terrier
5205,basset
5206,labrador_retriever
5207,samoyed
5208,border_collie
5209,beagle
5210,saint_bernard
5211,miniature_schnauzer
5212,weimaraner
5213,miniature_pinscher
5214,malamute
5215,staffordshire_bullterrier
5216,irish_terrier
5217,boston_bull
5218,flat-coated_retriever
5219,toy_poodle
5220,boxer
5221,miniature_pinscher
5222,australian_terrier
5223,old_english_sheepdog
5224,curly-coated_retriever
5225,norwich_terrier
5226,bernese_mountain_dog
5227,toy_terrier
5228,norfolk_terrier
5229,german_shepherd
5230,beagle
5231,bluetick
5232,cairn
5233,chihuahua
5234,bernese_mountain_dog
5235,italian_greyhound
5236,irish_terrier
5237,basenji
5238,italian_greyhound
5239,maltese_dog
5240,bouvier_des_flandres
5241,dhole
5242,norwegian_elkhound
5243,affenpinscher
5244,basenji
5245,rhodesian_ridgeback
5246,chihuahua
5247,standard_poodle
5248,west_highland_white_terrier
5249,siberian_husky
5250,bouvier_des_flandres
5251,ibizan_hound
5252,soft-coated_wheaten_terrier
5253,curly-coated_retriever
5254,old_english_sheepdog
5255,miniature_schnauzer
5256,german_short-haired_pointer
5257,entlebucher
5258,greater_swiss_mountain_dog
5259,australian_terrier
5260,german_short-haired_pointer
5261,border_terrier
5262,italian_greyhound
5263,flat-coated_retriever
5264,greater_swiss_mountain_dog
5265,afghan_hound
5266,affenpinscher
5267,bouvier_des_flandres
5268,labrador_retriever
5269,bouvier_des_flandres
5270,saint_bernard
5271,greater_swiss_mountain_dog
5272,sealyham_terrier
5273,west_highland_white_terrier
5274,great_pyrenees
5275,flat-coated_retriever
5276,afghan_hound
5277,black-and-tan_coonhound
5278,keeshond
5279,flat-coated_retriever
5280,bloodhound
5281,english_setter
5282,irish_terrier
5283,giant_schnauzer
5284,airedale
5285,sealyham_terrier
5286,miniature_poodle
5287,maltese_dog
5288,boston_bull
5289,briard
5290,newfoundland
5291,norfolk_terrier
5292,rottweiler
5293,beagle
5294,english_springer
5295,kelpie
5296,airedale
5297,american_staffordshire_terrier
5298,pembroke
5299,old_english_sheepdog
5300,basenji
5301,airedale
5302,shetland_sheepdog
5303,bouvier_des_flandres
5304,samoyed
5305,ibizan_hound
5306,dandie_dinmont
5307,miniature_pinscher
5308,maltese_dog
5309,maltese_dog
5310,brittany_spaniel
5311,basset
5312,borzoi
5313,saluki
5314,bouvier_des_flandres
5315,gordon_setter
5316,english_setter
5317,malinois
5318,vizsla
5319,cairn
5320,rottweiler
5321,pekinese
5322,brabancon_griffon
5323,greater_swiss_mountain_dog
5324,pekinese
5325,sussex_spaniel
5326,rottweiler
5327,gordon_setter
5328,shih-tzu
5329,standard_poodle
5330,labrador_retriever
5331,newfoundland
5332,brabancon_griffon
5333,basenji
5334,maltese_dog
5335,english_setter
5336,leonberg
5337,great_dane
5338,french_bulldog
5339,irish_setter
5340,irish_wolfhound
5341,norfolk_terrier
5342,english_foxhound
5343,great_pyrenees
5344,norwegian_elkhound
5345,doberman
5346,sealyham_terrier
5347,german_shepherd
5348,chow
5349,scottish_deerhound
5350,beagle
5351,staffordshire_bullterrier
5352,kerry_blue_terrier
5353,saint_bernard
5354,saint_bernard
5355,ibizan_hound
5356,sussex_spaniel
5357,basset
5358,australian_terrier
5359,groenendael
5360,great_dane
5361,mexican_hairless
5362,bluetick
5363,border_collie
5364,boxer
5365,norfolk_terrier
5366,entlebucher
5367,sussex_spaniel
5368,curly-coated_retriever
5369,irish_wolfhound
5370,dingo
5371,kelpie
5372,affenpinscher
5373,bernese_mountain_dog
5374,entlebucher
5375,flat-coated_retriever
5376,border_terrier
5377,scottish_deerhound
5378,english_setter
5379,papillon
5380,brabancon_griffon
5381,blenheim_spaniel
5382,staffordshire_bullterrier
5383,walker_hound
5384,briard
5385,appenzeller
5386,cairn
5387,entlebucher
5388,samoyed
5389,leonberg
5390,weimaraner
5391,saluki
5392,miniature_schnauzer
5393,miniature_schnauzer
5394,miniature_poodle
5395,samoyed
5396,afghan_hound
5397,airedale
5398,west_highland_white_terrier
5399,pug
5400,irish_setter
5401,appenzeller
5402,italian_greyhound
5403,cairn
5404,dandie_dinmont
5405,black-and-tan_coonhound
5406,mexican_hairless
5407,whippet
5408,yorkshire_terrier
5409,standard_schnauzer
5410,black-and-tan_coonhound
5411,malamute
5412,irish_wolfhound
5413,irish_wolfhound
5414,malamute
5415,walker_hound
5416,malamute
5417,dhole
5418,pembroke
5419,great_dane
5420,scottish_deerhound
5421,welsh_springer_spaniel
5422,border_terrier
5423,pomeranian
5424,english_setter
5425,samoyed
5426,standard_poodle
5427,english_springer
5428,saluki
5429,norwich_terrier
5430,bernese_mountain_dog
5431,rottweiler
5432,irish_water_spaniel
5433,cardigan
5434,welsh_springer_spaniel
5435,toy_terrier
5436,tibetan_terrier
5437,irish_terrier
5438,african_hunting_dog
5439,cardigan
5440,basenji
5441,siberian_husky
5442,great_pyrenees
5443,siberian_husky
5444,dingo
5445,maltese_dog
5446,miniature_pinscher
5447,flat-coated_retriever
5448,bouvier_des_flandres
5449,sealyham_terrier
5450,australian_terrier
5451,dhole
5452,schipperke
5453,groenendael
5454,chow
5455,entlebucher
5456,wire-haired_fox_terrier
5457,west_highland_white_terrier
5458,brabancon_griffon
5459,border_collie
5460,dingo
5461,newfoundland
5462,black-and-tan_coonhound
5463,japanese_spaniel
5464,english_setter
5465,english_springer
5466,german_shepherd
5467,mexican_hairless
5468,australian_terrier
5469,norfolk_terrier
5470,english_foxhound
5471,miniature_schnauzer
5472,flat-coated_retriever
5473,siberian_husky
5474,gordon_setter
5475,otterhound
5476,norwegian_elkhound
5477,mexican_hairless
5478,tibetan_terrier
5479,dandie_dinmont
5480,greater_swiss_mountain_dog
5481,norwich_terrier
5482,borzoi
5483,sussex_spaniel
5484,kerry_blue_terrier
5485,giant_schnauzer
5486,great_pyrenees
5487,shih-tzu
5488,mexican_hairless
5489,pomeranian
5490,dingo
5491,dhole
5492,ibizan_hound
5493,saluki
5494,pug
5495,chihuahua
5496,boston_bull
5497,keeshond
5498,lhasa
5499,otterhound
5500,briard
5501,standard_schnauzer
5502,irish_water_spaniel
5503,staffordshire_bullterrier
5504,affenpinscher
5505,brabancon_griffon
5506,kerry_blue_terrier
5507,sealyham_terrier
5508,dhole
5509,bedlington_terrier
5510,dhole
5511,lakeland_terrier
5512,australian_terrier
5513,leonberg
5514,afghan_hound
5515,maltese_dog
5516,blenheim_spaniel
5517,old_english_sheepdog
5518,collie
5519,norfolk_terrier
5520,flat-coated_retriever
5521,lhasa
5522,american_staffordshire_terrier
5523,golden_retriever
5524,tibetan_mastiff
5525,tibetan_mastiff
5526,rottweiler
5527,kerry_blue_terrier
5528,airedale
5529,malamute
5530,english_foxhound
5531,bernese_mountain_dog
5532,african_hunting_dog
5533,airedale
5534,golden_retriever
5535,japanese_spaniel
5536,newfoundland
5537,siberian_husky
5538,kerry_blue_terrier
5539,great_pyrenees
5540,beagle
5541,boston_bull
5542,cairn
5543,maltese_dog
5544,toy_terrier
5545,staffordshire_bullterrier
5546,bernese_mountain_dog
5547,sealyham_terrier
5548,samoyed
5549,shih-tzu
5550,italian_greyhound
5551,american_staffordshire_terrier
5552,pembroke
5553,vizsla
5554,kuvasz
5555,saint_bernard
5556,afghan_hound
5557,gordon_setter
5558,great_pyrenees
5559,golden_retriever
5560,miniature_pinscher
5561,kuvasz
5562,standard_schnauzer
5563,boxer
5564,bloodhound
5565,chesapeake_bay_retriever
5566,airedale
5567,giant_schnauzer
5568,african_hunting_dog
5569,affenpinscher
5570,maltese_dog
5571,bedlington_terrier
5572,shih-tzu
5573,boston_bull
5574,norfolk_terrier
5575,clumber
5576,whippet
5577,pekinese
5578,pomeranian
5579,weimaraner
5580,kelpie
5581,lakeland_terrier
5582,lhasa
5583,irish_setter
5584,shih-tzu
5585,clumber
5586,pomeranian
5587,italian_greyhound
5588,whippet
5589,norfolk_terrier
5590,norfolk_terrier
5591,walker_hound
5592,german_short-haired_pointer
5593,dingo
5594,lakeland_terrier
5595,bloodhound
5596,tibetan_terrier
5597,silky_terrier
5598,bluetick
5599,english_springer
5600,boston_bull
5601,border_terrier
5602,lhasa
5603,lhasa
5604,malamute
5605,dhole
5606,yorkshire_terrier
5607,boxer
5608,papillon
5609,flat-coated_retriever
5610,norwegian_elkhound
5611,groenendael
5612,giant_schnauzer
5613,airedale
5614,old_english_sheepdog
5615,walker_hound
5616,papillon
5617,african_hunting_dog
5618,black-and-tan_coonhound
5619,brittany_spaniel
5620,norwich_terrier
5621,saint_bernard
5622,afghan_hound
5623,saint_bernard
5624,australian_terrier
5625,great_dane
5626,mexican_hairless
5627,japanese_spaniel
5628,gordon_setter
5629,clumber
5630,malinois
5631,basset
5632,samoyed
5633,welsh_springer_spaniel
5634,chihuahua
5635,vizsla
5636,pembroke
5637,siberian_husky
5638,welsh_springer_spaniel
5639,chow
5640,kelpie
5641,chesapeake_bay_retriever
5642,clumber
5643,bloodhound
5644,entlebucher
5645,beagle
5646,toy_terrier
5647,scottish_deerhound
5648,basset
5649,collie
5650,malinois
5651,afghan_hound
5652,ibizan_hound
5653,american_staffordshire_terrier
5654,miniature_poodle
5655,golden_retriever
5656,boston_bull
5657,keeshond
5658,old_english_sheepdog
5659,mexican_hairless
5660,yorkshire_terrier
5661,bloodhound
5662,cairn
5663,dandie_dinmont
5664,kerry_blue_terrier
5665,scottish_deerhound
5666,great_dane
5667,papillon
5668,bernese_mountain_dog
5669,dhole
5670,brabancon_griffon
5671,norwegian_elkhound
5672,shetland_sheepdog
5673,borzoi
5674,french_bulldog
5675,entlebucher
5676,pomeranian
5677,maltese_dog
5678,boston_bull
5679,boxer
5680,malinois
5681,papillon
5682,japanese_spaniel
5683,dandie_dinmont
5684,chesapeake_bay_retriever
5685,staffordshire_bullterrier
5686,samoyed
5687,cardigan
5688,rhodesian_ridgeback
5689,english_foxhound
5690,german_shepherd
5691,pug
5692,miniature_schnauzer
5693,chow
5694,english_setter
5695,malinois
5696,rhodesian_ridgeback
5697,bloodhound
5698,airedale
5699,boxer
5700,border_terrier
5701,afghan_hound
5702,golden_retriever
5703,walker_hound
5704,groenendael
5705,tibetan_terrier
5706,bernese_mountain_dog
5707,norfolk_terrier
5708,dhole
5709,borzoi
5710,keeshond
5711,german_short-haired_pointer
5712,tibetan_mastiff
5713,malamute
5714,chesapeake_bay_retriever
5715,scotch_terrier
5716,rhodesian_ridgeback
5717,basset
5718,norwegian_elkhound
5719,american_staffordshire_terrier
5720,bouvier_des_flandres
5721,cairn
5722,wire-haired_fox_terrier
5723,saint_bernard
5724,entlebucher
5725,miniature_pinscher
5726,english_foxhound
5727,saint_bernard
5728,komondor
5729,german_shepherd
5730,black-and-tan_coonhound
5731,gordon_setter
5732,golden_retriever
5733,irish_water_spaniel
5734,ibizan_hound
5735,standard_schnauzer
5736,ibizan_hound
5737,standard_poodle
5738,miniature_pinscher
5739,toy_poodle
5740,norwich_terrier
5741,curly-coated_retriever
5742,vizsla
5743,blenheim_spaniel
5744,groenendael
5745,australian_terrier
5746,silky_terrier
5747,shih-tzu
5748,boston_bull
5749,tibetan_terrier
5750,afghan_hound
5751,papillon
5752,bluetick
5753,collie
5754,miniature_poodle
5755,pekinese
5756,whippet
5757,blenheim_spaniel
5758,labrador_retriever
5759,border_terrier
5760,cocker_spaniel
5761,border_terrier
5762,dingo
5763,yorkshire_terrier
5764,ibizan_hound
5765,chesapeake_bay_retriever
5766,pug
5767,welsh_springer_spaniel
5768,sussex_spaniel
5769,curly-coated_retriever
5770,bull_mastiff
5771,cairn
5772,norfolk_terrier
5773,basset
5774,chesapeake_bay_retriever
5775,scottish_deerhound
5776,schipperke
5777,cocker_spaniel
5778,great_pyrenees
5779,bernese_mountain_dog
5780,cairn
5781,papillon
5782,gordon_setter
5783,wire-haired_fox_terrier
5784,lhasa
5785,saint_bernard
5786,walker_hound
5787,scottish_deerhound
5788,basset
5789,english_foxhound
5790,samoyed
5791,maltese_dog
5792,entlebucher
5793,borzoi
5794,standard_schnauzer
5795,toy_terrier
5796,italian_greyhound
5797,maltese_dog
5798,great_pyrenees
5799,shih-tzu
5800,silky_terrier
5801,border_collie
5802,bull_mastiff
5803,curly-coated_retriever
5804,toy_terrier
5805,scotch_terrier
5806,irish_water_spaniel
5807,staffordshire_bullterrier
5808,sealyham_terrier
5809,english_foxhound
5810,schipperke
5811,bernese_mountain_dog
5812,basenji
5813,giant_schnauzer
5814,tibetan_terrier
5815,flat-coated_retriever
5816,airedale
5817,lakeland_terrier
5818,schipperke
5819,maltese_dog
5820,whippet
5821,mexican_hairless
5822,dandie_dinmont
5823,lakeland_terrier
5824,staffordshire_bullterrier
5825,mexican_hairless
5826,welsh_springer_spaniel
5827,chow
5828,welsh_springer_spaniel
5829,pembroke
5830,yorkshire_terrier
5831,great_pyrenees
5832,bernese_mountain_dog
5833,miniature_poodle
5834,silky_terrier
5835,otterhound
5836,sussex_spaniel
5837,malamute
5838,norwegian_elkhound
5839,greater_swiss_mountain_dog
5840,black-and-tan_coonhound
5841,briard
5842,papillon
5843,scottish_deerhound
5844,rottweiler
5845,german_short-haired_pointer
5846,curly-coated_retriever
5847,bouvier_des_flandres
5848,miniature_schnauzer
5849,curly-coated_retriever
5850,bedlington_terrier
5851,clumber
5852,kelpie
5853,norfolk_terrier
5854,otterhound
5855,malamute
5856,redbone
5857,beagle
5858,clumber
5859,scotch_terrier
5860,cocker_spaniel
5861,chesapeake_bay_retriever
5862,chesapeake_bay_retriever
5863,welsh_springer_spaniel
5864,irish_setter
5865,dhole
5866,malinois
5867,giant_schnauzer
5868,norwegian_elkhound
5869,miniature_pinscher
5870,miniature_pinscher
5871,whippet
5872,walker_hound
5873,bernese_mountain_dog
5874,leonberg
5875,briard
5876,kerry_blue_terrier
5877,whippet
5878,irish_water_spaniel
5879,rhodesian_ridgeback
5880,basenji
5881,whippet
5882,bloodhound
5883,chesapeake_bay_retriever
5884,yorkshire_terrier
5885,entlebucher
5886,old_english_sheepdog
5887,chesapeake_bay_retriever
5888,whippet
5889,bedlington_terrier
5890,appenzeller
5891,afghan_hound
5892,silky_terrier
5893,cairn
5894,irish_terrier
5895,dhole
5896,toy_poodle
5897,boston_bull
5898,chow
5899,border_terrier
5900,yorkshire_terrier
5901,australian_terrier
5902,entlebucher
5903,basset
5904,gordon_setter
5905,chow
5906,yorkshire_terrier
5907,border_collie
5908,norwich_terrier
5909,bernese_mountain_dog
5910,japanese_spaniel
5911,chesapeake_bay_retriever
5912,pomeranian
5913,otterhound
5914,cairn
5915,giant_schnauzer
5916,pug
5917,chesapeake_bay_retriever
5918,standard_poodle
5919,blenheim_spaniel
5920,miniature_schnauzer
5921,sealyham_terrier
5922,toy_terrier
5923,malamute
5924,leonberg
5925,sussex_spaniel
5926,doberman
5927,wire-haired_fox_terrier
5928,saluki
5929,airedale
5930,bloodhound
5931,blenheim_spaniel
5932,bernese_mountain_dog
5933,norfolk_terrier
5934,whippet
5935,malamute
5936,bluetick
5937,chihuahua
5938,australian_terrier
5939,afghan_hound
5940,shih-tzu
5941,pembroke
5942,groenendael
5943,collie
5944,great_pyrenees
5945,labrador_retriever
5946,brittany_spaniel
5947,pomeranian
5948,shih-tzu
5949,dandie_dinmont
5950,keeshond
5951,australian_terrier
5952,irish_terrier
5953,american_staffordshire_terrier
5954,briard
5955,leonberg
5956,komondor
5957,yorkshire_terrier
5958,papillon
5959,pomeranian
5960,briard
5961,doberman
5962,rottweiler
5963,standard_schnauzer
5964,scottish_deerhound
5965,norwegian_elkhound
5966,basenji
5967,entlebucher
5968,toy_poodle
5969,yorkshire_terrier
5970,otterhound
5971,walker_hound
5972,pomeranian
5973,dingo
5974,borzoi
5975,sealyham_terrier
5976,french_bulldog
5977,bernese_mountain_dog
5978,malinois
5979,african_hunting_dog
5980,keeshond
5981,otterhound
5982,scottish_deerhound
5983,pug
5984,saluki
5985,basset
5986,black-and-tan_coonhound
5987,cardigan
5988,norwich_terrier
5989,dhole
5990,golden_retriever
5991,entlebucher
5992,sealyham_terrier
5993,tibetan_terrier
5994,miniature_schnauzer
5995,pug
5996,cairn
5997,italian_greyhound
5998,keeshond
5999,labrador_retriever
6000,scottish_deerhound
6001,bernese_mountain_dog
6002,black-and-tan_coonhound
6003,rottweiler
6004,shih-tzu
6005,staffordshire_bullterrier
6006,norwegian_elkhound
6007,chihuahua
6008,mexican_hairless
6009,great_pyrenees
6010,scottish_deerhound
6011,west_highland_white_terrier
6012,scottish_deerhound
6013,entlebucher
6014,norwegian_elkhound
6015,bloodhound
6016,lhasa
6017,english_springer
6018,scotch_terrier
6019,norwegian_elkhound
6020,labrador_retriever
6021,whippet
6022,doberman
6023,chihuahua
6024,bloodhound
6025,newfoundland
6026,bedlington_terrier
6027,irish_wolfhound
6028,vizsla
6029,norwich_terrier
6030,afghan_hound
6031,shih-tzu
6032,west_highland_white_terrier
6033,bouvier_des_flandres
6034,affenpinscher
6035,samoyed
6036,sealyham_terrier
6037,cardigan
6038,yorkshire_terrier
6039,bernese_mountain_dog
6040,siberian_husky
6041,rottweiler
6042,chihuahua
6043,silky_terrier
6044,bull_mastiff
6045,kelpie
6046,german_short-haired_pointer
6047,irish_wolfhound
6048,maltese_dog
6049,english_springer
6050,tibetan_terrier
6051,maltese_dog
6052,standard_poodle
6053,great_dane
6054,border_collie
6055,greater_swiss_mountain_dog
6056,malamute
6057,west_highland_white_terrier
6058,american_staffordshire_terrier
6059,kerry_blue_terrier
6060,old_english_sheepdog
6061,irish_terrier
6062,groenendael
6063,mexican_hairless
6064,bloodhound
6065,soft-coated_wheaten_terrier
6066,pug
6067,great_pyrenees
6068,briard
6069,cocker_spaniel
6070,sealyham_terrier
6071,briard
6072,boston_bull
6073,curly-coated_retriever
6074,kelpie
6075,english_springer
6076,kerry_blue_terrier
6077,shih-tzu
6078,japanese_spaniel
6079,border_terrier
6080,german_shepherd
6081,welsh_springer_spaniel
6082,great_dane
6083,kerry_blue_terrier
6084,airedale
6085,maltese_dog
6086,newfoundland
6087,bouvier_des_flandres
6088,schipperke
6089,borzoi
6090,siberian_husky
6091,afghan_hound
6092,soft-coated_wheaten_terrier
6093,bernese_mountain_dog
6094,tibetan_mastiff
6095,scottish_deerhound
6096,gordon_setter
6097,schipperke
6098,irish_water_spaniel
6099,irish_setter
6100,blenheim_spaniel
6101,american_staffordshire_terrier
6102,west_highland_white_terrier
6103,borzoi
6104,airedale
6105,greater_swiss_mountain_dog
6106,border_collie
6107,brabancon_griffon
6108,cocker_spaniel
6109,border_terrier
6110,silky_terrier
6111,cairn
6112,blenheim_spaniel
6113,border_collie
6114,shih-tzu
6115,maltese_dog
6116,scotch_terrier
6117,german_shepherd
6118,great_pyrenees
6119,toy_poodle
6120,bedlington_terrier
6121,pomeranian
6122,tibetan_terrier
6123,brittany_spaniel
6124,black-and-tan_coonhound
6125,irish_water_spaniel
6126,flat-coated_retriever
6127,airedale
6128,japanese_spaniel
6129,scottish_deerhound
6130,kerry_blue_terrier
6131,sussex_spaniel
6132,kelpie
6133,bernese_mountain_dog
6134,briard
6135,lhasa
6136,norwich_terrier
6137,keeshond
6138,pomeranian
6139,pug
6140,giant_schnauzer
6141,miniature_poodle
6142,border_terrier
6143,old_english_sheepdog
6144,samoyed
6145,blenheim_spaniel
6146,scotch_terrier
6147,sealyham_terrier
6148,american_staffordshire_terrier
6149,beagle
6150,bluetick
6151,collie
6152,english_setter
6153,english_setter
6154,samoyed
6155,irish_terrier
6156,giant_schnauzer
6157,great_pyrenees
6158,border_terrier
6159,siberian_husky
6160,staffordshire_bullterrier
6161,cardigan
6162,norfolk_terrier
6163,west_highland_white_terrier
6164,japanese_spaniel
6165,border_terrier
6166,pomeranian
6167,rhodesian_ridgeback
6168,saluki
6169,newfoundland
6170,french_bulldog
6171,airedale
6172,groenendael
6173,samoyed
6174,pug
6175,great_pyrenees
6176,standard_schnauzer
6177,chihuahua
6178,brittany_spaniel
6179,flat-coated_retriever
6180,silky_terrier
6181,borzoi
6182,entlebucher
6183,toy_poodle
6184,scottish_deerhound
6185,english_setter
6186,afghan_hound
6187,welsh_springer_spaniel
6188,whippet
6189,yorkshire_terrier
6190,miniature_pinscher
6191,japanese_spaniel
6192,saint_bernard
6193,wire-haired_fox_terrier
6194,english_setter
6195,briard
6196,african_hunting_dog
6197,miniature_poodle
6198,leonberg
6199,english_springer
6200,american_staffordshire_terrier
6201,affenpinscher
6202,brabancon_griffon
6203,english_foxhound
6204,basset
6205,afghan_hound
6206,lhasa
6207,curly-coated_retriever
6208,kelpie
6209,pomeranian
6210,cairn
6211,black-and-tan_coonhound
6212,sussex_spaniel
6213,sussex_spaniel
6214,afghan_hound
6215,gordon_setter
6216,norwegian_elkhound
6217,english_springer
6218,groenendael
6219,silky_terrier
6220,irish_terrier
6221,dhole
6222,irish_water_spaniel
6223,bull_mastiff
6224,bernese_mountain_dog
6225,boston_bull
6226,weimaraner
6227,american_staffordshire_terrier
6228,maltese_dog
6229,mexican_hairless
6230,australian_terrier
6231,groenendael
6232,great_dane
6233,yorkshire_terrier
6234,whippet
6235,bernese_mountain_dog
6236,irish_setter
6237,maltese_dog
6238,brabancon_griffon
6239,australian_terrier
6240,chow
6241,maltese_dog
6242,chesapeake_bay_retriever
6243,giant_schnauzer
6244,toy_terrier
6245,borzoi
6246,english_foxhound
6247,leonberg
6248,toy_poodle
6249,sealyham_terrier
6250,boston_bull
6251,flat-coated_retriever
6252,sealyham_terrier
6253,lakeland_terrier
6254,blenheim_spaniel
6255,bedlington_terrier
6256,afghan_hound
6257,australian_terrier
6258,irish_setter
6259,bernese_mountain_dog
6260,maltese_dog
6261,malinois
6262,samoyed
6263,german_short-haired_pointer
6264,great_pyrenees
6265,border_collie
6266,old_english_sheepdog
6267,staffordshire_bullterrier
6268,brittany_spaniel
6269,rhodesian_ridgeback
6270,sealyham_terrier
6271,kuvasz
6272,samoyed
6273,chihuahua
6274,leonberg
6275,basset
6276,boston_bull
6277,old_english_sheepdog
6278,bernese_mountain_dog
6279,irish_wolfhound
6280,blenheim_spaniel
6281,rhodesian_ridgeback
6282,collie
6283,blenheim_spaniel
6284,japanese_spaniel
6285,irish_setter
6286,lakeland_terrier
6287,chow
6288,irish_setter
6289,maltese_dog
6290,cardigan
6291,newfoundland
6292,yorkshire_terrier
6293,curly-coated_retriever
6294,boston_bull
6295,japanese_spaniel
6296,gordon_setter
6297,collie
6298,gordon_setter
6299,saint_bernard
6300,saint_bernard
6301,brittany_spaniel
6302,weimaraner
6303,miniature_pinscher
6304,american_staffordshire_terrier
6305,cairn
6306,great_pyrenees
6307,great_dane
6308,african_hunting_dog
6309,dandie_dinmont
6310,old_english_sheepdog
6311,golden_retriever
6312,pomeranian
6313,lakeland_terrier
6314,pembroke
6315,australian_terrier
6316,soft-coated_wheaten_terrier
6317,boston_bull
6318,toy_poodle
6319,irish_water_spaniel
6320,blenheim_spaniel
6321,malamute
6322,french_bulldog
6323,malamute
6324,siberian_husky
6325,irish_wolfhound
6326,beagle
6327,bloodhound
6328,beagle
6329,tibetan_mastiff
6330,pembroke
6331,airedale
6332,chesapeake_bay_retriever
6333,english_springer
6334,french_bulldog
6335,black-and-tan_coonhound
6336,great_pyrenees
6337,dingo
6338,english_setter
6339,dingo
6340,great_pyrenees
6341,tibetan_terrier
6342,basset
6343,affenpinscher
6344,toy_poodle
6345,cardigan
6346,english_setter
6347,brabancon_griffon
6348,saluki
6349,curly-coated_retriever
6350,irish_terrier
6351,lhasa
6352,pug
6353,bull_mastiff
6354,afghan_hound
6355,pekinese
6356,great_pyrenees
6357,giant_schnauzer
6358,norwegian_elkhound
6359,pekinese
6360,golden_retriever
6361,english_foxhound
6362,leonberg
6363,italian_greyhound
6364,whippet
6365,bloodhound
6366,sealyham_terrier
6367,samoyed
6368,samoyed
6369,great_pyrenees
6370,chow
6371,golden_retriever
6372,silky_terrier
6373,black-and-tan_coonhound
6374,schipperke
6375,malamute
6376,staffordshire_bullterrier
6377,greater_swiss_mountain_dog
6378,wire-haired_fox_terrier
6379,irish_setter
6380,beagle
6381,shetland_sheepdog
6382,german_short-haired_pointer
6383,schipperke
6384,siberian_husky
6385,rhodesian_ridgeback
6386,scottish_deerhound
6387,afghan_hound
6388,dandie_dinmont
6389,norfolk_terrier
6390,norwegian_elkhound
6391,rhodesian_ridgeback
6392,papillon
6393,papillon
6394,malamute
6395,kerry_blue_terrier
6396,maltese_dog
6397,wire-haired_fox_terrier
6398,yorkshire_terrier
6399,irish_terrier
6400,chesapeake_bay_retriever
6401,entlebucher
6402,entlebucher
6403,bedlington_terrier
6404,scottish_deerhound
6405,miniature_poodle
6406,beagle
6407,bouvier_des_flandres
6408,redbone
6409,giant_schnauzer
6410,chesapeake_bay_retriever
6411,lakeland_terrier
6412,weimaraner
6413,kerry_blue_terrier
6414,scottish_deerhound
6415,saint_bernard
6416,english_setter
6417,brabancon_griffon
6418,bernese_mountain_dog
6419,leonberg
6420,old_english_sheepdog
6421,staffordshire_bullterrier
6422,chow
6423,great_dane
6424,malinois
6425,standard_schnauzer
6426,pomeranian
6427,scotch_terrier
6428,basset
6429,boston_bull
6430,basenji
6431,norwegian_elkhound
6432,vizsla
6433,english_setter
6434,golden_retriever
6435,cairn
6436,samoyed
6437,scotch_terrier
6438,australian_terrier
6439,pembroke
6440,old_english_sheepdog
6441,groenendael
6442,malamute
6443,curly-coated_retriever
6444,kerry_blue_terrier
6445,lakeland_terrier
6446,brabancon_griffon
6447,german_shepherd
6448,shih-tzu
6449,malamute
6450,newfoundland
6451,soft-coated_wheaten_terrier
6452,bloodhound
6453,papillon
6454,borzoi
6455,italian_greyhound
6456,whippet
6457,japanese_spaniel
6458,shih-tzu
6459,airedale
6460,blenheim_spaniel
6461,shetland_sheepdog
6462,weimaraner
6463,scottish_deerhound
6464,saluki
6465,whippet
6466,entlebucher
6467,redbone
6468,kelpie
6469,pug
6470,great_dane
6471,affenpinscher
6472,leonberg
6473,otterhound
6474,irish_wolfhound
6475,basenji
6476,soft-coated_wheaten_terrier
6477,standard_poodle
6478,australian_terrier
6479,otterhound
6480,rottweiler
6481,kuvasz
6482,newfoundland
6483,samoyed
6484,welsh_springer_spaniel
6485,dingo
6486,border_collie
6487,pembroke
6488,groenendael
6489,lakeland_terrier
6490,irish_wolfhound
6491,african_hunting_dog
6492,german_short-haired_pointer
6493,german_shepherd
6494,english_springer
6495,scottish_deerhound
6496,weimaraner
6497,lakeland_terrier
6498,irish_terrier
6499,scottish_deerhound
6500,bernese_mountain_dog
6501,chow
6502,mexican_hairless
6503,soft-coated_wheaten_terrier
6504,saint_bernard
6505,entlebucher
6506,newfoundland
6507,german_shepherd
6508,japanese_spaniel
6509,siberian_husky
6510,samoyed
6511,groenendael
6512,lakeland_terrier
6513,shih-tzu
6514,yorkshire_terrier
6515,leonberg
6516,english_foxhound
6517,airedale
6518,vizsla
6519,malinois
6520,maltese_dog
6521,basenji
6522,shih-tzu
6523,boston_bull
6524,borzoi
6525,irish_wolfhound
6526,english_springer
6527,bluetick
6528,border_collie
6529,miniature_pinscher
6530,miniature_poodle
6531,australian_terrier
6532,beagle
6533,cardigan
6534,shih-tzu
6535,tibetan_mastiff
6536,pembroke
6537,irish_setter
6538,miniature_poodle
6539,dingo
6540,redbone
6541,whippet
6542,bedlington_terrier
6543,toy_terrier
6544,entlebucher
